run	head	dataset	class	image	method	correct	frac	area	conc	peak	pos_share	in_mean	out_mean	conc_pos	conc_neg
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Fasciolopsis buski	Fasciolopsis buski_0424.jpg	integrated_gradients	1	0.6401	0.3793	1.6875	1	1.0000	0.0161139	0.00553717	1.6875	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Fasciolopsis buski	Fasciolopsis buski_0424.jpg	lime	1	0.6369	0.3793	1.6790	0	1.0000	0.293099	0.102127	1.6790	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Fasciolopsis buski	Fasciolopsis buski_0424.jpg	kernelshap	1	0.3402	0.3793	0.8970	1	1.0000	1.58055	1.87289	0.8970	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Fasciolopsis buski	Fasciolopsis buski_0038.jpg	gradcam	1	0.5345	0.4082	1.3095	1	1.0000	0.893855	0.536853	1.3095	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Fasciolopsis buski	Fasciolopsis buski_0038.jpg	hirescam	1	0.5985	0.4082	1.4664	1	1.0000	1.09682	0.507382	1.4664	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Fasciolopsis buski	Fasciolopsis buski_0038.jpg	integrated_gradients	1	0.4591	0.4082	1.1247	1	1.0000	0.00981271	0.00797398	1.1247	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Fasciolopsis buski	Fasciolopsis buski_0038.jpg	lime	1	0.6538	0.4082	1.6019	1	1.0000	0.598962	0.218685	1.6019	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Fasciolopsis buski	Fasciolopsis buski_0038.jpg	kernelshap	1	0.4157	0.4082	1.0184	1	1.0000	1.94109	1.88183	1.0184	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Fasciolopsis buski	Fasciolopsis buski_0166.jpg	gradcam	1	0.6219	0.4664	1.3335	1	1.0000	0.759306	0.403438	1.3335	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Fasciolopsis buski	Fasciolopsis buski_0166.jpg	hirescam	1	0.7205	0.4664	1.5449	1	1.0000	1.01966	0.3457	1.5449	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Fasciolopsis buski	Fasciolopsis buski_0166.jpg	integrated_gradients	1	0.6266	0.4664	1.3435	1	1.0000	0.00827201	0.00430845	1.3435	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Fasciolopsis buski	Fasciolopsis buski_0166.jpg	lime	1	0.6936	0.4664	1.4872	1	1.0000	1.05734	0.408282	1.4872	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Fasciolopsis buski	Fasciolopsis buski_0166.jpg	kernelshap	1	0.4411	0.4664	0.9459	1	1.0000	1.45883	1.61508	0.9459	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hookworm egg	Hookworm egg_0356.jpg	gradcam	1	0.1153	0.1049	1.0992	0	1.0000	0.556036	0.499973	1.0992	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hookworm egg	Hookworm egg_0356.jpg	hirescam	1	0.1136	0.1049	1.0824	0	1.0000	0.533083	0.487749	1.0824	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hookworm egg	Hookworm egg_0356.jpg	integrated_gradients	1	0.2571	0.1049	2.4505	0	1.0000	0.0118558	0.00401567	2.4505	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hookworm egg	Hookworm egg_0356.jpg	lime	1	0.3151	0.1049	3.0035	0	1.0000	0.524612	0.133649	3.0035	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hookworm egg	Hookworm egg_0356.jpg	kernelshap	1	0.1124	0.1049	1.0716	1	1.0000	0.940319	0.870125	1.0716	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hookworm egg	Hookworm egg_0901.jpg	gradcam	1	0.0962	0.1195	0.8050	0	1.0000	0.353585	0.450829	0.8050	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hookworm egg	Hookworm egg_0901.jpg	hirescam	1	0.0487	0.1195	0.4077	0	1.0000	0.174622	0.462742	0.4077	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hookworm egg	Hookworm egg_0901.jpg	integrated_gradients	1	0.2988	0.1195	2.5011	0	1.0000	0.0273907	0.0087214	2.5011	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hookworm egg	Hookworm egg_0901.jpg	lime	1	0.1405	0.1195	1.1762	0	1.0000	0.425436	0.353055	1.1762	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hookworm egg	Hookworm egg_0901.jpg	kernelshap	1	0.1222	0.1195	1.0231	0	1.0000	0.759565	0.740078	1.0231	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hookworm egg	Hookworm egg_0193.jpg	gradcam	1	0.1019	0.1060	0.9609	0	1.0000	0.527741	0.551759	0.9609	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hookworm egg	Hookworm egg_0193.jpg	hirescam	1	0.0838	0.1060	0.7907	0	1.0000	0.422718	0.547857	0.7907	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hookworm egg	Hookworm egg_0193.jpg	integrated_gradients	1	0.1693	0.1060	1.5968	0	1.0000	0.00822273	0.00478499	1.5968	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hookworm egg	Hookworm egg_0193.jpg	lime	1	0.5333	0.1060	5.0299	1	1.0000	0.506516	0.0525707	5.0299	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hookworm egg	Hookworm egg_0193.jpg	kernelshap	1	0.1174	0.1060	1.1076	0	1.0000	1.32128	1.17772	1.1076	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hookworm egg	Hookworm egg_0706.jpg	gradcam	1	0.1092	0.1084	1.0072	0	1.0000	0.529927	0.5257	1.0072	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hookworm egg	Hookworm egg_0706.jpg	hirescam	1	0.0990	0.1084	0.9130	0	1.0000	0.469852	0.52005	0.9130	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hookworm egg	Hookworm egg_0706.jpg	integrated_gradients	1	0.2475	0.1084	2.2829	0	1.0000	0.00924571	0.00341823	2.2829	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hookworm egg	Hookworm egg_0706.jpg	lime	1	0.3936	0.1084	3.6306	1	1.0000	0.823541	0.154272	3.6306	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hookworm egg	Hookworm egg_0706.jpg	kernelshap	1	0.1388	0.1084	1.2801	0	1.0000	1.21458	0.916488	1.2801	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hookworm egg	Hookworm egg_0917.jpg	gradcam	1	0.1116	0.1063	1.0501	0	1.0000	0.551418	0.522007	1.0501	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hookworm egg	Hookworm egg_0917.jpg	hirescam	1	0.1061	0.1063	0.9988	0	1.0000	0.519059	0.519734	0.9988	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hookworm egg	Hookworm egg_0917.jpg	integrated_gradients	1	0.2354	0.1063	2.2149	0	1.0000	0.00858026	0.00331434	2.2149	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hookworm egg	Hookworm egg_0917.jpg	lime	1	0.3250	0.1063	3.0584	1	1.0000	0.820037	0.202503	3.0584	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hookworm egg	Hookworm egg_0917.jpg	kernelshap	1	0.1093	0.1063	1.0283	0	1.0000	0.937485	0.908654	1.0283	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hymenolepis diminuta	Hymenolepis diminuta_0218.jpg	gradcam	1	0.3835	0.1507	2.5452	1	1.0000	0.801712	0.22864	2.5452	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hymenolepis diminuta	Hymenolepis diminuta_0218.jpg	hirescam	1	0.4871	0.1507	3.2327	1	1.0000	1.54399	0.288447	3.2327	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hymenolepis diminuta	Hymenolepis diminuta_0218.jpg	integrated_gradients	1	0.2583	0.1507	1.7147	1	1.0000	0.0120551	0.00613933	1.7147	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hymenolepis diminuta	Hymenolepis diminuta_0218.jpg	lime	1	0.6440	0.1507	4.2745	1	1.0000	2.24233	0.219854	4.2745	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hymenolepis diminuta	Hymenolepis diminuta_0218.jpg	kernelshap	1	0.1741	0.1507	1.1553	1	1.0000	1.07193	0.902228	1.1553	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hymenolepis diminuta	Hymenolepis diminuta_0655.jpg	gradcam	1	0.3369	0.1837	1.8341	1	1.0000	0.838468	0.371345	1.8341	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hymenolepis diminuta	Hymenolepis diminuta_0655.jpg	hirescam	1	0.4158	0.1837	2.2636	1	1.0000	1.29959	0.410896	2.2636	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hymenolepis diminuta	Hymenolepis diminuta_0655.jpg	integrated_gradients	1	0.4103	0.1837	2.2337	1	1.0000	0.0198732	0.00642725	2.2337	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hymenolepis diminuta	Hymenolepis diminuta_0655.jpg	lime	1	0.4882	0.1837	2.6582	1	1.0000	0.649063	0.153077	2.6582	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hymenolepis diminuta	Hymenolepis diminuta_0655.jpg	kernelshap	1	0.1979	0.1837	1.0773	1	1.0000	2.00962	1.83298	1.0773	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hymenolepis diminuta	Hymenolepis diminuta_0606.jpg	gradcam	1	0.3472	0.1816	1.9116	1	1.0000	0.754047	0.31464	1.9116	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hymenolepis diminuta	Hymenolepis diminuta_0606.jpg	hirescam	1	0.4347	0.1816	2.3933	1	1.0000	1.21222	0.349865	2.3933	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hymenolepis diminuta	Hymenolepis diminuta_0606.jpg	integrated_gradients	1	0.4645	0.1816	2.5570	0	1.0000	0.0191333	0.00489689	2.5570	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hymenolepis diminuta	Hymenolepis diminuta_0606.jpg	lime	1	0.5717	0.1816	3.1477	1	1.0000	1.30664	0.217231	3.1477	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hymenolepis diminuta	Hymenolepis diminuta_0606.jpg	kernelshap	1	0.2209	0.1816	1.2164	1	1.0000	1.51259	1.18382	1.2164	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hymenolepis diminuta	Hymenolepis diminuta_0097.jpg	gradcam	1	0.4061	0.1973	2.0582	1	1.0000	0.802908	0.288632	2.0582	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hymenolepis diminuta	Hymenolepis diminuta_0097.jpg	hirescam	1	0.5091	0.1973	2.5803	1	1.0000	1.40525	0.333048	2.5803	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hymenolepis diminuta	Hymenolepis diminuta_0097.jpg	integrated_gradients	1	0.5355	0.1973	2.7141	1	1.0000	0.0203826	0.00434567	2.7141	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hymenolepis diminuta	Hymenolepis diminuta_0097.jpg	lime	1	0.6185	0.1973	3.1346	1	1.0000	1.3381	0.202902	3.1346	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hymenolepis diminuta	Hymenolepis diminuta_0097.jpg	kernelshap	1	0.2328	0.1973	1.1798	0	1.0000	1.16463	0.943544	1.1798	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hymenolepis diminuta	Hymenolepis diminuta_0854.jpg	gradcam	1	0.2816	0.1490	1.8901	1	1.0000	0.864587	0.386132	1.8901	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hymenolepis diminuta	Hymenolepis diminuta_0854.jpg	hirescam	1	0.3642	0.1490	2.4446	1	1.0000	1.41476	0.432351	2.4446	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hymenolepis diminuta	Hymenolepis diminuta_0854.jpg	integrated_gradients	1	0.3485	0.1490	2.3387	1	1.0000	0.0194508	0.00636751	2.3387	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hymenolepis diminuta	Hymenolepis diminuta_0854.jpg	lime	1	0.5418	0.1490	3.6363	1	1.0000	1.44597	0.214106	3.6363	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hymenolepis diminuta	Hymenolepis diminuta_0854.jpg	kernelshap	1	0.1944	0.1490	1.3050	1	1.0000	2.08387	1.51163	1.3050	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hymenolepis nana	Hymenolepis nana_0445.jpg	gradcam	1	0.1342	0.0723	1.8549	1	1.0000	0.906023	0.455879	1.8549	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hymenolepis nana	Hymenolepis nana_0445.jpg	hirescam	1	0.1813	0.0723	2.5062	1	1.0000	1.5352	0.540594	2.5062	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hymenolepis nana	Hymenolepis nana_0445.jpg	integrated_gradients	1	0.4024	0.0723	5.5616	1	1.0000	0.0346172	0.00401009	5.5616	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hymenolepis nana	Hymenolepis nana_0445.jpg	lime	1	0.5469	0.0723	7.5595	0	1.0000	4.05002	0.261684	7.5595	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hymenolepis nana	Hymenolepis nana_0445.jpg	kernelshap	1	0.0957	0.0723	1.3230	1	1.0000	2.09657	1.54485	1.3230	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hymenolepis nana	Hymenolepis nana_0016.jpg	gradcam	1	0.1351	0.0728	1.8557	1	1.0000	1.04812	0.526849	1.8557	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hymenolepis nana	Hymenolepis nana_0016.jpg	hirescam	1	0.1732	0.0728	2.3786	1	1.0000	1.58365	0.593692	2.3786	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hymenolepis nana	Hymenolepis nana_0016.jpg	integrated_gradients	1	0.2892	0.0728	3.9710	1	1.0000	0.0218548	0.00421927	3.9710	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hymenolepis nana	Hymenolepis nana_0016.jpg	lime	1	0.5477	0.0728	7.5216	1	1.0000	3.53792	0.229434	7.5216	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hymenolepis nana	Hymenolepis nana_0016.jpg	kernelshap	1	0.1257	0.0728	1.7263	1	1.0000	1.77874	0.971599	1.7263	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hymenolepis nana	Hymenolepis nana_0654.jpg	gradcam	1	0.1426	0.0764	1.8663	1	1.0000	0.909485	0.452383	1.8663	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hymenolepis nana	Hymenolepis nana_0654.jpg	hirescam	1	0.1909	0.0764	2.4979	1	1.0000	1.5383	0.539485	2.4979	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hymenolepis nana	Hymenolepis nana_0654.jpg	integrated_gradients	1	0.3540	0.0764	4.6317	1	1.0000	0.031727	0.00479124	4.6317	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hymenolepis nana	Hymenolepis nana_0654.jpg	lime	1	0.4541	0.0764	5.9419	1	1.0000	3.88226	0.386154	5.9419	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hymenolepis nana	Hymenolepis nana_0654.jpg	kernelshap	1	0.0989	0.0764	1.2945	0	1.0000	1.99321	1.50219	1.2945	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hymenolepis nana	Hymenolepis nana_0300.jpg	gradcam	1	0.1791	0.0918	1.9505	1	1.0000	0.950456	0.440465	1.9505	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hymenolepis nana	Hymenolepis nana_0300.jpg	hirescam	1	0.2379	0.0918	2.5909	1	1.0000	1.62416	0.526012	2.5909	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hymenolepis nana	Hymenolepis nana_0300.jpg	integrated_gradients	1	0.4564	0.0918	4.9694	1	1.0000	0.0287052	0.0034578	4.9694	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hymenolepis nana	Hymenolepis nana_0300.jpg	lime	1	0.5979	0.0918	6.5101	1	1.0000	3.80573	0.258854	6.5101	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hymenolepis nana	Hymenolepis nana_0300.jpg	kernelshap	1	0.1596	0.0918	1.7381	0	1.0000	2.47925	1.31991	1.7381	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hymenolepis nana	Hymenolepis nana_0333.jpg	gradcam	1	0.1138	0.0624	1.8226	1	1.0000	1.05391	0.546588	1.8226	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hymenolepis nana	Hymenolepis nana_0333.jpg	hirescam	1	0.1447	0.0624	2.3183	1	1.0000	1.62208	0.638261	2.3183	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hymenolepis nana	Hymenolepis nana_0333.jpg	integrated_gradients	1	0.3406	0.0624	5.4569	1	1.0000	0.0306665	0.00395226	5.4569	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hymenolepis nana	Hymenolepis nana_0333.jpg	lime	1	0.5437	0.0624	8.7105	1	1.0000	4.62209	0.258242	8.7105	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Hymenolepis nana	Hymenolepis nana_0333.jpg	kernelshap	1	0.0772	0.0624	1.2365	0	1.0000	2.16645	1.72456	1.2365	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Opisthorchis viverrine	Opisthorchis viverrine_0562.jpg	gradcam	1	0.0250	0.0166	1.5065	1	1.0000	0.871446	0.573502	1.5065	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Opisthorchis viverrine	Opisthorchis viverrine_0562.jpg	hirescam	1	0.0266	0.0166	1.6030	0	1.0000	0.989208	0.610815	1.6030	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Opisthorchis viverrine	Opisthorchis viverrine_0562.jpg	integrated_gradients	1	0.2496	0.0166	15.0556	1	1.0000	0.0715953	0.00362839	15.0556	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Opisthorchis viverrine	Opisthorchis viverrine_0562.jpg	lime	1	0.3755	0.0166	22.6446	0	1.0000	11.4182	0.320213	22.6446	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Opisthorchis viverrine	Opisthorchis viverrine_0562.jpg	kernelshap	1	0.1343	0.0166	8.0988	0	1.0000	8.33186	0.905642	8.0988	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Opisthorchis viverrine	Opisthorchis viverrine_0409.jpg	gradcam	1	0.0300	0.0210	1.4276	1	1.0000	0.950384	0.65959	1.4276	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Opisthorchis viverrine	Opisthorchis viverrine_0409.jpg	hirescam	1	0.0320	0.0210	1.5228	0	1.0000	1.06157	0.689277	1.5228	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Opisthorchis viverrine	Opisthorchis viverrine_0409.jpg	integrated_gradients	1	0.3749	0.0210	17.8132	1	1.0000	0.116542	0.00417762	17.8132	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Opisthorchis viverrine	Opisthorchis viverrine_0409.jpg	lime	1	0.3626	0.0210	17.2309	0	1.0000	8.17081	0.30873	17.2309	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Opisthorchis viverrine	Opisthorchis viverrine_0409.jpg	kernelshap	1	0.1127	0.0210	5.3539	0	1.0000	6.33456	1.07243	5.3539	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Opisthorchis viverrine	Opisthorchis viverrine_0072.jpg	gradcam	1	0.0227	0.0153	1.4780	0	1.0000	0.965492	0.648398	1.4780	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Opisthorchis viverrine	Opisthorchis viverrine_0072.jpg	hirescam	1	0.0237	0.0153	1.5475	0	1.0000	1.06574	0.682805	1.5475	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Opisthorchis viverrine	Opisthorchis viverrine_0072.jpg	integrated_gradients	1	0.2064	0.0153	13.4486	1	1.0000	0.0564973	0.00338592	13.4486	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Opisthorchis viverrine	Opisthorchis viverrine_0072.jpg	lime	1	0.3036	0.0153	19.7837	1	1.0000	9.07212	0.324322	19.7837	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Opisthorchis viverrine	Opisthorchis viverrine_0072.jpg	kernelshap	1	0.1068	0.0153	6.9566	1	1.0000	6.29383	0.820736	6.9566	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Opisthorchis viverrine	Opisthorchis viverrine_0490.jpg	gradcam	1	0.0246	0.0151	1.6284	1	1.0000	0.906018	0.551003	1.6284	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Opisthorchis viverrine	Opisthorchis viverrine_0490.jpg	hirescam	1	0.0269	0.0151	1.7758	0	1.0000	1.0738	0.597496	1.7758	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Opisthorchis viverrine	Opisthorchis viverrine_0490.jpg	integrated_gradients	1	0.2699	0.0151	17.8418	1	1.0000	0.088571	0.00368011	17.8418	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Opisthorchis viverrine	Opisthorchis viverrine_0490.jpg	lime	1	0.3180	0.0151	21.0197	0	1.0000	11.6963	0.385346	21.0197	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Opisthorchis viverrine	Opisthorchis viverrine_0490.jpg	kernelshap	1	0.1141	0.0151	7.5433	0	1.0000	7.75499	0.924744	7.5433	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Opisthorchis viverrine	Opisthorchis viverrine_0576.jpg	gradcam	1	0.0259	0.0169	1.5274	1	1.0000	0.952742	0.618094	1.5274	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Opisthorchis viverrine	Opisthorchis viverrine_0576.jpg	hirescam	1	0.0278	0.0169	1.6412	0	1.0000	1.08494	0.653772	1.6412	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Opisthorchis viverrine	Opisthorchis viverrine_0576.jpg	integrated_gradients	1	0.1805	0.0169	10.6541	1	1.0000	0.0527595	0.00412818	10.6541	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Opisthorchis viverrine	Opisthorchis viverrine_0576.jpg	lime	1	0.3918	0.0169	23.1290	0	1.0000	11.2171	0.30004	23.1290	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Opisthorchis viverrine	Opisthorchis viverrine_0576.jpg	kernelshap	1	0.1399	0.0169	8.2564	0	1.0000	7.68384	0.814283	8.2564	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Paragonimus spp	Paragonimus spp_0141.jpg	gradcam	1	0.1819	0.1186	1.5335	1	1.0000	0.593656	0.359329	1.5335	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Paragonimus spp	Paragonimus spp_0141.jpg	hirescam	1	0.2298	0.1186	1.9373	1	1.0000	0.803127	0.362274	1.9373	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Paragonimus spp	Paragonimus spp_0141.jpg	integrated_gradients	1	0.4026	0.1186	3.3936	1	1.0000	0.0387321	0.00773663	3.3936	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Paragonimus spp	Paragonimus spp_0141.jpg	lime	1	0.4385	0.1186	3.6962	1	1.0000	0.481786	0.083046	3.6962	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Paragonimus spp	Paragonimus spp_0141.jpg	kernelshap	1	0.1230	0.1186	1.0373	0	1.0000	1.69283	1.6238	1.0373	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Paragonimus spp	Paragonimus spp_0451.jpg	gradcam	1	0.2830	0.1953	1.4490	1	1.0000	0.40907	0.251547	1.4490	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Paragonimus spp	Paragonimus spp_0451.jpg	hirescam	1	0.3344	0.1953	1.7121	1	1.0000	0.511737	0.247223	1.7121	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Paragonimus spp	Paragonimus spp_0451.jpg	integrated_gradients	1	0.5080	0.1953	2.6007	1	1.0000	0.0324831	0.00763738	2.6007	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Paragonimus spp	Paragonimus spp_0451.jpg	lime	1	0.5074	0.1953	2.5980	1	1.0000	0.427271	0.10067	2.5980	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Paragonimus spp	Paragonimus spp_0451.jpg	kernelshap	1	0.2241	0.1953	1.1475	1	1.0000	1.7457	1.4669	1.1475	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Paragonimus spp	Paragonimus spp_0106.jpg	gradcam	1	0.2108	0.1375	1.5328	1	1.0000	0.699772	0.417762	1.5328	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Paragonimus spp	Paragonimus spp_0106.jpg	hirescam	1	0.2526	0.1375	1.8366	1	1.0000	0.879655	0.415059	1.8366	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Paragonimus spp	Paragonimus spp_0106.jpg	integrated_gradients	1	0.4810	0.1375	3.4980	1	1.0000	0.0381851	0.00656842	3.4980	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Paragonimus spp	Paragonimus spp_0106.jpg	lime	1	0.5152	0.1375	3.7465	0	1.0000	1.02946	0.154447	3.7465	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Paragonimus spp	Paragonimus spp_0106.jpg	kernelshap	1	0.1297	0.1375	0.9435	0	1.0000	1.60049	1.71159	0.9435	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Paragonimus spp	Paragonimus spp_0814.jpg	gradcam	1	0.2367	0.1624	1.4576	1	1.0000	0.618542	0.386714	1.4576	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Paragonimus spp	Paragonimus spp_0814.jpg	hirescam	1	0.2824	0.1624	1.7388	1	1.0000	0.777054	0.38288	1.7388	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Paragonimus spp	Paragonimus spp_0814.jpg	integrated_gradients	1	0.5091	0.1624	3.1351	1	1.0000	0.0321735	0.00601429	3.1351	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Paragonimus spp	Paragonimus spp_0814.jpg	lime	1	0.5862	0.1624	3.6098	1	1.0000	0.51738	0.0708089	3.6098	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Paragonimus spp	Paragonimus spp_0814.jpg	kernelshap	1	0.1693	0.1624	1.0423	0	1.0000	1.80363	1.71621	1.0423	nan
roi477_blackbox_120ep	blackbox	chula_roi2_w477	Paragonimus spp	Paragonimus spp_0989.jpg	gradcam	1	0.1978	0.1272	1.5549	1	1.0000	0.640497	0.37861	1.5549	nan
